"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"942","2025-04-08 10:08:36","7","en","2096663445","2025-04-08 09:47:24","2025-04-08 10:08:36","Yes, I am involved in research","Yes, I agree to participate in the study","53","Male","","1","Less than 2 weeks","France","Université de Lille","Social Sciences & Humanities","Philosophy","Other","Habilitation à Diriger des Recherches","1998","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","30","30","40","0","0",,,"Yes","50","70","70","Yes","No","Yes","Yes","No","No","No","No","No","25","0","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","","25","0","No","No","No","Yes","Yes","Yes","No","","1","","","1","","","1","","","","1","","1","","","1","","","","1","","1","1","","50","50","20","61","49","50","50","68","65","65","31","50","15","1274.99","680.67",,,"238.48",,,,,,,,,,,,,,,,,,,,,"107.75",,,,,,"115.83",,,,,,"46.39",,,,,,,"33.99",,,"51.88",
"947","2025-04-08 10:23:13","7","en","1881857341","2025-04-08 10:13:31","2025-04-08 10:23:13","Yes, I am involved in research","Yes, I agree to participate in the study","26","Male","","I have no children",,"France","Université Paris Cité","Social Sciences & Humanities","Cognitive Science","Master","","2023","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","75","10","5","5","5","Yes","40","No",,,,"No","Yes","Yes","Yes","No","No","No","No","No","64","75","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","","41","50","No","Yes","No","Yes","Yes","No","No","","1","","","1","1","","","1","","1","1","","","1","","1","","","1","1","","","1","","77","78","50","74","72","82","70","75","78","77","54","75","65","585.46","66.43",,,"205.89",,,,,,,,,,,,,,,,,,,,,"131.78",,,,,,"80.22",,,,,,"36.53",,,,,,,"30.93",,,"33.68",
"952","2025-04-08 10:52:11","7","en","1513092997","2025-04-08 10:42:51","2025-04-08 10:52:11","Yes, I am involved in research","Yes, I agree to participate in the study","26","Female","","I have no children",,"France","Paris cité","Social Sciences & Humanities","Psychology","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","50","20","15","5","10","Yes","59","Yes",,"0","75","No","No","Yes","Yes","No","No","No","No","Yes","75","80","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Less expensive journal + reflexion on health data in open research","40","80","No","Yes","No","Yes","Yes","No","No","","","","1","","","1","","1","","","1","","1","1","","","1","","","","1","","","1","60","40","0","100","81","90","100","100","75","60","25","75","100","564.23","33.69",,,"199.79",,,,,,,,,,,,,,,,,,,,,"124.71",,,,,,"84.51",,,,,,"63.42",,,,,,,"12.81",,,"45.3",
"961","2025-04-08 11:41:46","7","en","91059331","2025-04-08 11:18:24","2025-04-08 11:41:46","Yes, I am involved in research","Yes, I agree to participate in the study","41","Male","","I have no children",,"France","Aix-Marseille Université","Physical Sciences & Engineering","PE2","Other","Habilitation (HDR)","2007","Permanent position","","Full Professor/Directeur de recherche","","No","Yes","No","","45","30","15","10","0",,,"Yes","75","80","100","Yes","Yes","No","Yes","No","No","No","No","No","75","100","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","","0","0","No","No","Yes","Yes","Yes","No","No","","","","1","","","1","","1","","","","1","","1","","1","1","","","1","","","1","","50","0","25","75","50","75","50","50","90","90","30","60","25","1405.03","45.03",,,"472.25",,,,,,,,,,,,,,,,,,,,,"660.08",,,,,,"113.22",,,,,,"48.85",,,,,,,"28.49",,,"37.11",
"964","2025-04-08 12:03:12","7","en","1194344030","2025-04-08 11:53:11","2025-04-08 12:03:12","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"France","","Social Sciences & Humanities","Cognitive psychology","PhD","","2017","Postdoc (fixed term)","",,,"No","No","Yes","","60","0","10","10","20","Yes","25","Yes",,"35","75","No","Yes","Yes","No","No","Yes","No","No","No","90","70","Yes","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I am not familiar with it","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","","75","90","No","Yes","No","Yes","No","No","Yes","","1","","","","","1","","1","","1","","","","1","","1","","","","1","","","","1","100","75","80","100","70","85","67","100","75","95","95","40","100","605.73","61.13",,,"202.53",,,,,,,,,,,,,,,,,,,,,"167.25",,,,,,"84.6",,,,,,"36.86",,,,,,,"20.48",,,"32.88",
"969","2025-04-08 12:58:57","7","en","1711543471","2025-04-08 12:51:57","2025-04-08 12:58:57","Yes, I am involved in research","Yes, I agree to participate in the study","27","Female","","I have no children",,"France","University of Toulouse","Social Sciences & Humanities","Psychology","Master","","2023","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","60","10","10","20","0","Yes","24","Yes",,"67","62","No","No","Yes","Yes","No","Yes","No","No","No","95","99","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","","88","78","No","Yes","Yes","No","No","No","Yes","","1","1","","1","1","","1","1","","1","","","","1","","1","1","","","1","","1","1","","35","26","23","9","74","70","87","95","93","85","21","25","83","422.78","33.4",,,"111.66",,,,,,,,,,,,,,,,,,,,,"161.77",,,,,,"60.09",,,,,,"32.07",,,,,,,"10.41",,,"13.38",
"970","2025-04-08 13:49:45","7","en","240394096","2025-04-08 13:36:46","2025-04-08 13:49:45","Yes, I am involved in research","Yes, I agree to participate in the study","26","Female","","I have no children",,"France","","Physical Sciences & Engineering","Architecture and thermal comfort","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","100","0","0","0","0","I don't know","35","Yes",,"90","100","Yes","Yes","No","No","No","Yes","No","No","No","80","100","Yes","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","","70","100","No","Yes","Yes","No","No","No","Yes","","","1","","1","1","","1","1","","1","1","","","1","","1","1","","1","1","","","1","","100","100","80","80","90","95","90","100","80","80","90","90","70","782.2","320.08",,,"173.35",,,,,,,,,,,,,,,,,,,,,"96.73",,,,,,"85.52",,,,,,"68.1",,,,,,,"13.49",,,"24.93",
"971","2025-04-08 13:51:58","7","en","755218590","2025-04-08 13:41:04","2025-04-08 13:51:58","Yes, I am involved in research","Yes, I agree to participate in the study","25","Female","","I have no children",,"France","ENSAG, AAU (Cresson), UGA","Social Sciences & Humanities","Architecture","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","69","2","7","20","2","I don't know","55","Yes",,"40","40","No","No","Yes","No","No","Yes","No","Yes","No","50","60","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","","80","80","Yes","No","Yes","Yes","No","Yes","No","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","90","90","100","80","100","100","90","100","55","70","25","40","90","658.46","31.19",,,"238.87",,,,,,,,,,,,,,,,,,,,,"199.09",,,,,,"97",,,,,,"41.52",,,,,,,"17.93",,,"32.86",
"972","2025-04-08 13:53:41","7","en","284814937","2025-04-08 13:42:11","2025-04-08 13:53:41","Yes, I am involved in research","Yes, I agree to participate in the study","67","Male","","I have no children",,"France","AAU Cresson ENSA Grenoble","Social Sciences & Humanities","Associate Researcher","PhD","","NA","Other","retired",,,"No","No","No","artistic","35","10","5","15","35",,,"Yes",,"50","70","Yes","No","Yes","No","No","No","Yes","No","No","36","50","No","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","No","","30","50","No","Yes","Yes","No","No","No","Yes","","","1","","1","","","1","","","","1","","","1","","1","","","1","","","","1","","90","70","79","65","75","71","86","85","83","95","76","88","11","692.93","38.39",,,"265.85",,,,,,,,,,,,,,,,,,,,,"162.06",,,,,,"132.42",,,,,,"44.25",,,,,,,"16.51",,,"33.45",
"976","2025-04-08 14:04:03","7","en","37507193","2025-04-08 13:57:03","2025-04-08 14:04:03","Yes, I am involved in research","Yes, I agree to participate in the study","39","Female","","I have no children",,"France","AAU Cresson (CNRS)","Social Sciences & Humanities","Urbanism","PhD","","2009","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","20","40","30","10","0",,,"Yes","16","57","57","Yes","No","Yes","No","No","Yes","No","No","No","54","61","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","","0","0","No","Yes","No","No","No","No","Yes","","1","","","1","1","","1","1","","1","","","","1","","","1","","","1","","","1","","100","100","75","100","100","100","92","100","55","62","0","0","100","422.83","14.01",,,"153.39",,,,,,,,,,,,,,,,,,,,,"100.03",,,,,,"86.66",,,,,,"28.61",,,,,,,"11.87",,,"28.26",
"979","2025-04-08 14:45:59","7","en","555066128","2025-04-08 14:17:20","2025-04-08 14:45:59","Yes, I am involved in research","Yes, I agree to participate in the study","23","Female","","I have no children",,"France","Université Paris Cité - Institut de Psychologie","Social Sciences & Humanities","Cognitive psychology","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","No","Teaching (bachelor)","80","10","5","5","0","Yes","26","No",,,,"No","No","Yes","Yes","No","No","Yes","No","No","67","87","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","","0","0","No","Yes","No","Yes","Yes","No","No","","","1","","1","1","","1","1","","1","1","","","1","","1","1","","","1","","","","1","67","63","29","66","78","81","94","94","92","91","93","82","81","1721.37","43.92",,,"1114.6",,,,,,,,,,,,,,,,,,,,,"236.75",,,,,,"139.7",,,,,,"128.14",,,,,,,"27.03",,,"31.23",
"981","2025-04-08 14:52:08","7","en","1374806913","2025-04-08 14:35:42","2025-04-08 14:52:08","Yes, I am involved in research","Yes, I agree to participate in the study","27","Female","","I have no children",,"France","","Social Sciences & Humanities","Psychology","Master","","2021","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","60","30","5","2","3","Yes","75","No",,,,"No","No","Yes","Yes","No","Yes","No","No","No","90","90","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","","0","50","No","Yes","No","No","No","No","No","","","","1","","","1","1","","","1","","","","1","","1","","","","","1","","","1","55","40","20","65","60","65","60","95","60","55","50","70","50","987.32","184.62",,,"302.12",,,,,,,,,,,,,,,,,,,,,"190.97",,,,,,"162.37",,,,,,"70.97",,,,,,,"30.09",,,"46.18",
"982","2025-04-08 15:05:14","7","en","1366604772","2025-04-08 14:51:03","2025-04-08 15:05:14","Yes, I am involved in research","Yes, I agree to participate in the study","62","Female","","I have no children",,"France","University Paris Cité","Social Sciences & Humanities","psychology","PhD","","1991","Permanent position","","Full Professor/Directeur de recherche","","No","No","Yes","","20","50","30","0","0",,,"Yes","50","75","75","Yes","No","Yes","No","No","No","Yes","No","No","30","100","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","","0","0","No","No","No","No","No","No","No","I haven't heard of it","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","1","1","","62","60","0","90","0","80","75","75","85","90","20","80","10","853.47","49.21",,,"329.45",,,,,,,,,,,,,,,,,,,,,"161.5",,,,,,"148.09",,,,,,"96.54",,,,,,,"20.39",,,"48.29",
"983","2025-04-08 15:17:35","7","en","1156110386","2025-04-08 15:05:47","2025-04-08 15:17:35","Yes, I am involved in research","Yes, I agree to participate in the study","43","Female","","2","Between 6 months and 1 year","FRANCE","UPCité","Life Sciences","neuroscience","PhD","","2005","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","35","45","10","10","0",,,"Yes",,"70","50","No","Yes","Yes","No","No","Yes","No","No","No","75","92","No","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","Yes","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","","0","0","No","Yes","No","Yes","Yes","No","No","","","","1","1","","","1","","","","1","","1","1","","1","1","","1","","","1","","","50","65","50","14","9","51","50","51","81","100","38","81","39","710.66","32.34",,,"252.55",,,,,,,,,,,,,,,,,,,,,"157.41",,,,,,"138.68",,,,,,"54.71",,,,,,,"29.93",,,"45.04",
"984","2025-04-08 15:16:55","7","en","185325816","2025-04-08 15:05:57","2025-04-08 15:16:55","Yes, I am involved in research","Yes, I agree to participate in the study","36","Male","","2","Between 1 month and 3 months","France","UGA","Social Sciences & Humanities","Architecture","PhD","","2012","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","30","30","15","20","5",,,"Yes","80","100","90","Yes","No","No","No","No","Yes","No","No","Yes","80","100","No","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","","60","90","No","Yes","Yes","Yes","No","No","No","","1","","","1","1","","1","","","","1","","1","","","1","","","","","1","1","","","100","100","100","100","100","100","90","90","95","95","90","85","15","659.56","71.14",,,"281.77",,,,,,,,,,,,,,,,,,,,,"134.55",,,,,,"86.25",,,,,,"31.49",,,,,,,"18.77",,,"35.59",
"985","2025-04-08 15:23:52","7","en","2079705465","2025-04-08 15:13:43","2025-04-08 15:23:52","Yes, I am involved in research","Yes, I agree to participate in the study","23","Female","","I have no children",,"France","Sorbonne Nouvelle","Social Sciences & Humanities","Linguistics","Master","","2024","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","60","0","0","0","40","Yes","20","Yes",,"100","80","No","No","Yes","Yes","No","No","No","No","Yes","100","100","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","","100","100","No","Yes","No","Yes","No","Yes","No","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","10","10","0","0","80","100","85","100","100","100","75","100","85","611.37","9.98",,,"131.48",,,,,,,,,,,,,,,,,,,,,"86.68",,,,,,"65.05",,,,,,"79.17",,,,,,,"17.45",,,"221.56",
"986","2025-04-08 15:39:06","7","en","1470958022","2025-04-08 15:31:42","2025-04-08 15:39:06","Yes, I am involved in research","Yes, I agree to participate in the study","48","Male","","1","Less than 2 weeks","FRANCE","ENS-PSL","Physical Sciences & Engineering","geophysics","PhD","","2000","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","100","0","0","0","0",,,"Yes","1","50","50","Yes","Yes","Yes","No","No","No","No","No","No","0","0","No","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","I am not familiar with it","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","0","0","No","Yes","No","No","Yes","Yes","No","","","1","","1","","","1","","","","1","","1","","","","1","","","1","","","1","","0","0","0","0","0","0","0","50","100","100","100","50","49","446.92","43.51",,,"182.08",,,,,,,,,,,,,,,,,,,,,"54.67",,,,,,"84.43",,,,,,"27.29",,,,,,,"24.07",,,"30.87",
"990","2025-04-09 07:11:57","7","en","429020513","2025-04-09 07:02:37","2025-04-09 07:11:57","Yes, I am involved in research","Yes, I agree to participate in the study","7","Female","","I have no children",,"France","","Social Sciences & Humanities","Psychology, cogntive science and neurocognition","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","55","20","5","10","10","No",,"Yes",,"90","80","No","No","Yes","Yes","No","Yes","No","No","No","85","100","No","I know it and I used it","I am not familiar with it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","","65","90","No","Yes","Yes","No","Yes","No","No","","","1","","1","","","","1","","1","1","","","1","","1","1","","","","1","1","1","","90","50","0","100","65","100","100","100","50","45","70","50","100","563.26","25.62",,,"218.98",,,,,,,,,,,,,,,,,,,,,"162.86",,,,,,"91.77",,,,,,"30.52",,,,,,,"13.49",,,"20.02",
"991","2025-04-09 07:54:50","7","en","732952726","2025-04-09 07:42:08","2025-04-09 07:54:50","Yes, I am involved in research","Yes, I agree to participate in the study","50","Female","","1","I did not take any parental leave","France","Sorbonne University","Social Sciences & Humanities","Psychology","PhD","","2015","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","30","50","10","10","0",,,"Yes","58","52","93","No","Yes","Yes","No","No","Yes","No","No","No","55","54","No","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","","44","64","No","Yes","No","No","Yes","No","Yes","","","1","","","1","","","1","","1","","","","1","","","1","","","1","","","1","","63","54","68","72","50","76","95","100","53","60","11","21","42","763.87","16.39",,,"429.98",,,,,,,,,,,,,,,,,,,,,"106.4",,,,,,"92.99",,,,,,"36.46",,,,,,,"16.96",,,"64.69",
"1002","2025-04-09 09:47:58","7","en","1080321982","2025-04-09 09:14:35","2025-04-09 09:47:58","Yes, I am involved in research","Yes, I agree to participate in the study","28","Female","","I have no children",,"France","Université Grenoble Alpes","Social Sciences & Humanities","Psychologie","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","75","15","3","5","2","Yes","22","Yes",,"76","84","No","No","Yes","Yes","No","Yes","No","No","No","69","90","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","No","No","","0","0","No","No","No","No","No","No","No","I don't know slow science","1","1","","1","1","","","1","","1","1","","","1","","1","1","","","1","","","1","","83","82","0","0","61","60","95","100","65","90","31","58","63","2004.69","1492.85",,,"270.71",,,,,,,,,,,,,,,,,,,,,"100.08",,,,,,"85.25",,,,,,"25.6",,,,,,,"9.98",,,"20.22",
"1005","2025-04-09 10:07:07","7","en","135217372","2025-04-09 09:26:33","2025-04-09 10:07:07","Yes, I am involved in research","Yes, I agree to participate in the study","35","Male","","I have no children",,"France","Université de Technologie de Compiègne / CNRS","Physical Sciences & Engineering","Bioengineering ","PhD","","2012","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","Yes","No","","40","40","10","5","5",,,"Yes","90","66","66","No","Yes","Yes","Yes","No","No","No","No","No","70","70","Yes","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","","15","50","No","Yes","Yes","No","No","No","No","Decreasing risks of bad outcomes of new findings","","1","","","1","","","1","","1","1","","","1","","1","1","","","1","","1","1","","50","66","50","66","66","70","66","90","90","80","70","90","15","2435.01","1635.57",,,"178.68",,,,,,,,,,,,,,,,,,,,,"203.4",,,,,,"332.23",,,,,,"35.21",,,,,,,"16.91",,,"33.01",
"1006","2025-04-09 10:04:38","7","en","164041349","2025-04-09 09:52:00","2025-04-09 10:04:38","Yes, I am involved in research","Yes, I agree to participate in the study","45","Male","","1","Between 2 weeks and 1 month","France","CNRS","Life Sciences","Evolution and genetic","Master","","NA","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","No","Yes","","60","0","40","0","0",,,"Yes","50","90","90","No","No","Yes","No","No","Yes","No","Yes","No","90","100","Yes","I am not familiar with it","I am not familiar with it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I am not familiar with it","I am not familiar with it","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","","80","100","No","Yes","Yes","No","No","No","Yes","","","","1","1","","","","1","","1","1","","1","1","","","1","","","","1","1","","","100","80","90","100","80","100","90","75","70","50","50","60","60","760.81","20.59",,,"244.82",,,,,,,,,,,,,,,,,,,,,"133.9",,,,,,"175.69",,,,,,"83.9",,,,,,,"32.75",,,"69.16",
